ID;TAG NAME;URL;NOME FILE;NOME ATTUALE;TESTO ALT;HREF;TESTO NEL TAG;FORMATO;STATUS
427;span;;;;;;VESTITO IN SPUGNA CON STAMPA;;
428;div;;;;;;17,95 EUR;;
429;li;;;;;;+1 COLOREVESTITO MIDI STAMPATO14,95 EUR;;
430;li;;;;;;VESTITO A PANNELLI TESTURIZZATO25,95 EUR;;
431;a;;;;;https://www.zara.com/it/it/vestito-a-pannelli-testurizzato-p01360659.html;;;
432;a;;;;;https://www.zara.com/it/it/vestito-a-pannelli-testurizzato-p01360659.html;VESTITO A PANNELLI TESTURIZZATO;;
433;span;;;;;;VESTITO A PANNELLI TESTURIZZATO;;
434;li;;;;;;VESTITO UNCINETTO29,95 EUR;;
435;a;;;;;https://www.zara.com/it/it/vestito-uncinetto-p01381623.html;;;
436;a;;;;;https://www.zara.com/it/it/vestito-uncinetto-p01381623.html;VESTITO UNCINETTO;;
437;span;;;;;;VESTITO UNCINETTO;;
438;li;;;;;;TUTA A COSTE A TINTA UNITA LIMITED EDITION14,95 EUR;;
439;a;;;;;https://www.zara.com/it/it/tuta-a-coste-a-tinta-unita-limited-edition-p09006696.html;;;
440;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-product-detail-bundle.js;catalog-category-products-category-bundle~catalog-product-detail-bundle.js;;;;;;
441;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/ZaraSRPLS_Font-Regular.61d36936.woff;ZaraSRPLS_Font-Regular.61d36936.woff;;;;;;403
442;a;;;;;https://www.zara.com/it/it/kids-boy-basics-tops-l3881.html;Tops;;
443;a;;;;;https://www.zara.com/it/it/bambini-bambino-intimo-l304.html;Vedi Tutto;;
444;li;;;;;;Night;;
445;a;;;;;https://www.zara.com/it/it/woman-trend-12-l1861.html;Night;;
446;li;;;;;;Weekend;;
447;a;;;;;https://www.zara.com/it/it/donna-tshirt-l1362.html;MAGLIETTE;;
448;ul;;;;;;Visualizza TuttoManiche CorteBasicCroppedSenza ManicheManiche LungheLicenze;;
449;a;;;;;https://www.zara.com/it/it/donna-tshirt-l1362.html;Visualizza Tutto;;
450;li;;;;;;Maniche Corte;;
451;a;;;;;https://www.zara.com/it/it/donna-tshirt-maniche-corte-l1380.html;Maniche Corte;;
452;div;;;;;;View Third Party Cookies;;
453;a;;;;;javascript:void(0);View Third Party Cookies;;
454;div;;;;;;Namecookie name;;
455;div;;;;;;Name;;
456;div;;;;;;cookie name;;
457;section;;;;;;Clear checkbox label labelApply Cancel;;
458;button;;;;;;Clear;;
459;div;;;;;;checkbox label labelApply Cancel;;
460;a;;;;;https://www.zara.com/it/it/tuta-con-cappuccio-p01639636.html;;;
461;div;;;;;;40% OFF;;
462;a;;;;;https://www.zara.com/it/it/tuta-con-cappuccio-p01639636.html;TUTA CON CAPPUCCIO;;
463;span;;;;;;TUTA CON CAPPUCCIO;;
464;div;;;;;;29,95 EUR17,95 EUR;;
465;li;;;;;;40% OFFTUTA CON CAPPUCCIO29,95 EUR17,95 EURTUTA CON TEXTURE A QUADRI VICHY19,95 EUR;;
466;li;;;;;;TUTA CON TEXTURE A QUADRI VICHY19,95 EUR;;
467;a;;;;;https://www.zara.com/it/it/tuta-con-texture-a-quadri-vichy-p01608612.html;;;
468;a;;;;;https://www.zara.com/it/it/tuta-con-texture-a-quadri-vichy-p01608612.html;TUTA CON TEXTURE A QUADRI VICHY;;
469;span;;;;;;TUTA CON TEXTURE A QUADRI VICHY;;
470;script;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/euNaDg/C5wfwb/m0FpbBP/1DcFy/YJNEcQQhi5EG/AXwXOCo/VRkddSY/xbho;xbho;;;;;;403
471;div;;;;;;Consent Leg.Interest checkbox label label checkbox label label checkbox label label;;
472;div;;;;;;Consent Leg.Interest;;
473;span;;;;;;Consent;;
474;span;;;;;;Leg.Interest;;
475;div;;;;;;checkbox label label checkbox label label checkbox label label;;
476;div;;;;;;checkbox label label;;
477;label;;;;;;checkbox label;;
478;span;;;;;;label;;
479;ul;;;;;;33Across33AcrossView Third Party CookiesNamecookie name;;
480;section;;;;;;33Across33AcrossView Third Party Cookies;;
481;a;;;;;https://www.zara.com/it/it/bambini-scarpe-borse-novita-l1995.html;BAMBINI;;
482;ul;;;;;;NEWPASTEL COLLECTIONDIVIDER_MENU_2BAMBINAScarpeBorse | ZainiBAMBINOScarpeBorse | ZainiNEONATAScarpeBorse | ZainiNEONATOScarpeBorse | ZainiMINIDIVIDER_MENU_29SUMMER COLOURS;;
483;a;;;;;https://www.zara.com/it/it/bambini-scarpe-borse-novita-l1995.html;NEW;;
484;li;;;;;;PASTEL COLLECTION;;
485;a;;;;;https://www.zara.com/it/it/bambini-scarpe-borse-trend-1-l3052.html;PASTEL COLLECTION;;
486;a;;;;;https://www.zara.com/it/it/bambini-bambina-scarpe-l404.html;BAMBINA;;
487;ul;;;;;;ScarpeBorse | Zaini;;
488;a;;;;;https://www.zara.com/it/it/bambini-bambina-scarpe-l404.html;Scarpe;;
489;li;;;;;;Borse | Zaini;;
490;a;;;;;https://www.zara.com/it/it/bambini-bambina-borse-l346.html;Borse | Zaini;;
491;li;;;;;;38% OFFTUTA IN DENIM CON CAPPUCCIO25,95 EUR15,95 EUR;;
492;a;;;;;https://www.zara.com/it/it/tuta-in-denim-con-cappuccio-p06987603.html;;;
493;a;;;;;https://www.zara.com/it/it/tuta-in-denim-con-cappuccio-p06987603.html;TUTA IN DENIM CON CAPPUCCIO;;
494;span;;;;;;TUTA IN DENIM CON CAPPUCCIO;;
495;li;;;;;;VESTITO CON MERLETTO E STAMPA FLOREALE29,95 EUR;;
496;a;;;;;https://www.zara.com/it/it/vestito-con-merletto-e-stampa-floreale-p01114062.html;;;
497;a;;;;;https://www.zara.com/it/it/vestito-con-merletto-e-stampa-floreale-p01114062.html;VESTITO CON MERLETTO E STAMPA FLOREALE;;
498;span;;;;;;VESTITO CON MERLETTO E STAMPA FLOREALE;;
499;li;;;;;;VESTITO CRÊPE A RIGHE39,95 EUR;;
500;a;;;;;https://www.zara.com/it/it/vestito-cr%C3%AApe-a-righe-p01123047.html;;;
501;img;https://static.zara.net/photos///2021/V/0/3/p/5770/700/712/2/w/222/5770700712_6_1_1.jpg?ts=1620380380481;5770700712_6_1_1.jpg?ts=1620380380481;;VESTITO CON INSERTI E MOTIVI RICAMATI;;;.jpg;200
502;a;;;;;https://www.zara.com/it/it/bambini-bambina-top-l432.html;SPALLINE;;
503;a;;;;;https://www.zara.com/it/it/bambini-bambina-tshirt-basic-l452.html;Basics;;
504;a;;;;;https://www.zara.com/it/it/kids-babyboy-basics-tops-l3934.html;Tops;;
505;a;;;;;https://www.zara.com/it/it/kids-babyboy-basics-shorts-l3937.html;Bermuda;;
506;a;;;;;https://www.zara.com/it/it/kids-babyboy-basics-trousers-l3936.html;Pantaloni;;
507;a;;;;;https://www.zara.com/it/it/kids-babyboy-basics-knitwear-l3935.html;Maglieria;;
